source,target
2435,17592186047795
2435,17592186047853
2435,17592186051480
2435,17592186055108
2435,19791209300362
2435,19791209300877
2435,19791209301007
2435,19791209302340
2435,19791209308592
2435,21990232557685
2435,21990232557693
2435,21990232560979
2435,21990232562040
2435,21990232563617
2435,21990232564309
2435,21990232564841
2435,21990232565037
2435,24189255811363
2435,24189255811793
2435,26388279069125
2435,26388279075824
2435,28587302328777
2435,28587302331852
2435,28587302332032
2435,30786325583660
2435,30786325584956
2435,30786325585325
2435,30786325585467
2435,30786325588163
2435,30786325588422
2435,32985348836487
2435,32985348842829
2435,32985348842998
2435,35184372091015
2435,35184372093095
2435,35184372093967
2435,35184372095151
2435,35184372095539
2435,37383395346370
2445,4961
2445,2199023258157
2445,4398046521993
2445,6597069769061
2445,8796093025294
2445,13194139538590
2445,13194139541980
2445,15393162790530
2445,15393162797956
2445,17592186047799
2445,19791209304349
2445,21990232561939
2445,21990232565211
2445,21990232565992
2445,24189255819075
2445,26388279070846
2445,32985348841275
2445,35184372092829
2473,6597069767791
2473,21990232559659
2473,30786325578027
2482,8892
2482,6597069772339
2482,6597069776292
2482,26388279066927
2482,26388279073169
2482,35184372090120
2565,4398046519227
2565,8796093026744
2565,21990232565037
2658,15393162790025
2659,8796093032803
2662,3579
2662,2199023264173
2662,10995116279524
2662,13194139539554
2662,19791209304439
2662,19791209305340
2662,26388279070832
2662,26388279077457
2662,28587302327725
2662,32985348839364
2665,2199023258646
2665,10995116277966
2665,10995116284554
2665,13194139533855
2665,13194139540056
2665,21990232562514
2665,35184372089969
2665,35184372092017
2676,2199023262063
2676,6597069771706
2676,8796093023078
2676,13194139535829
2676,13194139540541
2676,15393162789356
2676,15393162791409
2676,17592186050937
2676,19791209301675
2676,19791209301678
2676,19791209301940
2676,19791209309927
2676,21990232557596
2676,21990232561265
2676,28587302322780
2676,28587302328611
2676,35184372091410
2676,35184372093999
2676,35184372094912
2676,35184372096931
2715,6597069774986
2715,10995116286881
2715,15393162793052
2715,19791209303940
2715,26388279073672
2715,30786325578027
2715,37383395350470
2718,6686
2718,7837
2718,10995116278602
2718,35184372092916
2735,19791209303940
2735,24189255816568
2735,35184372096420
2735,37383395352091
2783,4617
2783,7375
2783,2199023256308
2783,2199023258809
2783,2199023259370
2783,2199023261502
2783,2199023263094
2783,2199023265089
2783,2199023266209
2783,4398046512072
2783,4398046512729
2783,4398046513349
2783,4398046515058
2783,4398046517216
2783,4398046518031
2783,4398046521216
2783,4398046521984
2783,4398046521993
2783,6597069768330
2783,6597069769134
2783,6597069773288
2783,6597069774399
2783,6597069774986
2783,8796093023078
2783,8796093025294
2783,8796093025392
2783,8796093026733
2783,10995116277919
2783,10995116280959
2783,10995116281242
2783,10995116283346
2783,10995116284563
2783,10995116286273
2783,13194139534316
2783,13194139538590
2783,15393162788957
2783,15393162793052
2783,15393162793576
2783,15393162795288
2783,15393162796502
2783,15393162797207
2783,15393162798988
2783,15393162799165
2783,17592186045281
2783,19791209306494
2783,21990232557152
2783,21990232557685
2783,21990232559260
2783,21990232560122
2783,21990232560979
2783,24189255811291
2783,24189255811473
2783,24189255819865
2783,24189255820059
2783,26388279067812
2783,26388279071554
2783,26388279072860
2783,26388279075393
2783,26388279077079
2783,26388279077292
2783,28587302324385
2783,28587302329082
2783,30786325578118
2783,30786325579686
2783,30786325580399
2783,30786325581529
2783,30786325582767
2783,30786325586734
2783,32985348833564
2783,32985348834863
2783,32985348840394
2783,35184372089269
2783,35184372092017
2783,35184372093665
2783,35184372093999
2783,35184372094714
2783,35184372094716
2783,37383395344616
2783,37383395347365
2783,37383395347913
2783,37383395348452
2783,37383395351548
2783,37383395353345
2840,19791209309107
2840,32985348837827
2842,6597069774986
2866,5880
2866,6686
2866,6889
2866,9304
2866,9979
2866,2199023256836
2866,2199023262063
2866,2199023262579
2866,2199023263342
2866,2199023266478
2866,4398046516215
2866,4398046517216
2866,4398046521068
2866,4398046521216
2866,6597069773288
2866,6597069773796
2866,6597069774399
2866,8796093022330
2866,8796093023952
2866,8796093026744
2866,8796093029676
2866,8796093031897
2866,10995116285385
2866,10995116287519
2866,10995116288321
2866,13194139535808
2866,13194139536017
2866,13194139540645
2866,13194139542965
2866,13194139543880
2866,13194139544007
2866,15393162789525
2866,15393162792958
2866,15393162799347
2866,17592186047799
2866,17592186049971
2866,19791209301675
2866,19791209303940
2866,19791209304349
2866,19791209305996
2866,19791209309876
2866,19791209310352
2866,21990232563317
2866,21990232565902
2866,24189255811291
2866,24189255811473
2866,24189255813218
2866,24189255814830
2866,24189255819764
2866,26388279073879
2866,26388279074273
2866,26388279075887
2866,26388279076395
2866,28587302333120
2866,30786325580399
2866,30786325583816
2866,30786325587945
2866,32985348837497
2866,32985348840394
2866,35184372094582
2866,35184372098841
2866,37383395351736
2866,37383395353345
2866,37383395353906
2869,6916
2869,8017
2869,10006
2869,2199023262010
2869,2199023262085
2869,6597069774986
2869,8796093032132
2869,10995116284212
2869,15393162789356
2869,19791209301779
2869,21990232561591
2869,24189255819865
2869,26388279069970
2869,26388279072733
2869,32985348837497
2869,35184372094784
2896,6597069771706
2896,8796093031180
2896,13194139539343
2896,21990232565214
2941,6889
2941,9586
2941,2199023261520
2941,4398046517894
2941,6597069767791
2941,8796093027051
2941,17592186050937
2965,6597069770217
2965,10995116284554
2972,8796093029641
2972,19791209302340
2972,19791209303126
2972,19791209305839
2972,21990232557693
2975,4546
2975,6889
2975,8892
2975,6597069767222
2975,6597069774477
2975,28587302329391
2975,37383395348780
2975,37383395352088
2992,4398046520667
3018,2199023256836
3018,2199023264362
3018,8796093022364
3018,21990232559659
3018,30786325585990
3018,37383395345487
3020,2199023255967
3020,2199023262010
3020,10995116284554
3020,24189255819865
3079,2199023265951
3079,8796093025411
3079,8796093030877
3093,2199023261502
3093,17592186051480
3093,19791209301779
3093,24189255812627
3093,30786325581075
3093,35184372090120
3100,3579
3128,15393162792918
3128,37383395346772
3166,6597069770217
3166,26388279070832
3183,6889
3183,9304
3183,6597069771706
3183,6597069776987
3183,8796093028497
3183,26388279067076
3224,19791209309910
3283,15393162793934
3303,9586
3303,2199023261021
3303,21990232564841
3303,32985348838083
3366,15393162789959
3380,21990232560776
3409,37383395348730
3451,4398046511304
3451,10995116282628
3470,6095
3470,7375
3470,9552
3470,2199023258256
3470,2199023258753
3470,2199023258809
3470,2199023258844
3470,2199023260976
3470,2199023266478
3470,4398046512072
3470,4398046516215
3470,4398046520134
3470,4398046521216
3470,6597069769686
3470,6597069771706
3470,6597069776056
3470,8796093023823
3470,8796093026733
3470,8796093027315
3470,8796093031798
3470,10995116281242
3470,10995116282854
3470,10995116284212
3470,10995116285562
3470,10995116288202
3470,13194139541324
3470,13194139544187
3470,17592186045373
3470,17592186047105
3470,19791209305996
3470,19791209309107
3470,19791209309287
3470,19791209310352
3470,21990232556998
3470,21990232557152
3470,21990232560122
3470,21990232561874
3470,21990232563972
3470,24189255811291
3470,24189255815622
3470,24189255816238
3470,24189255818481
3470,24189255819865
3470,24189255820059
3470,26388279067706
3470,26388279069173
3470,28587302324736
3470,28587302326573
3470,30786325578118
3470,30786325580361
3470,30786325585714
3470,30786325587193
3470,32985348834863
3470,32985348840727
3470,32985348844227
3470,35184372093665
3470,35184372097104
3470,37383395345186
3470,37383395346664
3470,37383395346877
3470,37383395352091
3486,3579
3486,2199023258669
3486,6597069774986
3486,15393162788957
3486,21990232560671
3486,21990232563972
3486,21990232565992
3486,24189255812627
3486,24189255821847
3486,26388279076344
3486,35184372089359
3486,37383395350470
3486,37383395354454
3507,3579
3507,2199023258646
3520,19791209301273
3520,28587302323895
3536,6597069774986
3536,10995116288480
3536,15393162791409
3536,15393162792064
3536,30786325586851
3536,37383395354152
3576,5320
3579,4617
3579,21990232559659
3579,21990232565548
3579,26388279077527
3579,28587302324197
3579,30786325578027
3579,30786325582912
3628,32985348838556
3656,4617
3656,2199023255629
3656,2199023257251
3656,2199023262579
3656,4398046519431
3656,10995116278138
3656,10995116279524
3656,15393162792958
3656,17592186047366
3656,28587302326926
3656,30786325586734
3656,30786325588489
3656,32985348841536
3656,37383395348730
3656,37383395354420
3656,37383395354454
3702,6889
3702,8796093023626
3702,15393162790976
3702,19791209301779
3702,32985348842998
3728,15393162793934
3728,19791209303784
3728,28587302330830
3728,30786325586720
3791,24189255818481
3791,26388279070846
3809,6563
3809,37383395344616
3819,2199023261502
3819,10995116279771
3819,19791209309552
3819,30786325578027
3825,4617
3825,4398046519431
3825,6597069767047
3825,17592186052835
3825,30786325578027
3850,2199023264745
3850,6597069775831
3850,17592186046583
3850,26388279073672
3850,28587302328877
3875,30786325587391
3903,9304
3903,2199023261520
3903,10995116285385
3903,15393162792419
3903,17592186045208
3903,19791209302896
3903,19791209309927
3903,28587302328611
3903,37383395351754
3918,4961
3918,10995116284458
3918,24189255815805
3918,26388279067812
3918,30786325585990
4026,2199023262579
4026,24189255818481
4044,19791209306158
4091,8796093032132
4105,2199023257251
4105,4398046514165
4105,6597069769061
4105,6597069773330
4105,24189255817387
4105,26388279070832
4109,8506
4109,2199023260936
4109,13194139534180
4109,30786325584088
4199,15393162795813
4199,32985348842998
4203,2199023264745
4269,10995116284589
4334,13194139540003
4334,17592186045208
4355,2199023261502
4355,8796093023078
4355,8796093026744
4355,10995116277966
4355,10995116284554
4355,21990232560671
4355,28587302328942
4355,30786325578411
4355,35184372092017
4365,2199023257251
4378,2199023262579
4378,4398046519227
4378,8796093022554
4378,8796093025294
4378,8796093031798
4378,10995116282474
4378,21990232561939
4378,26388279069125
4378,35184372096958
4379,26388279075503
4385,4398046512623
4385,8796093030242
4385,13194139540984
4385,21990232560979
4385,21990232561591
4385,21990232564841
4385,21990232565037
4385,28587302331603
4385,28587302332032
4385,30786325581075
4503,24189255816047
4546,2199023259320
4546,2199023259697
4546,4398046516877
4546,8796093031080
4546,15393162792064
4546,17592186047853
4546,19791209304999
4546,30786325584205
4617,2199023255629
4617,2199023261502
4617,4398046519431
4617,8796093029676
4617,13194139533800
4617,26388279070147
4621,6597069771209
4621,10995116284554
4621,13194139541373
4621,17592186046335
4621,26388279076713
4633,2199023258646
4650,13194139543884
4688,6686
4688,7449
4688,10556
4688,4398046513698
4688,4398046514800
4688,6597069766821
4688,6597069773053
4688,8796093022330
4688,10995116283689
4688,13194139537936
4688,15393162789136
4688,17592186051480
4688,21990232564841
4688,24189255819815
4688,24189255820587
4688,24189255821847
4724,37383395345487
4726,2199023262165
4726,21990232563317
4726,30786325581075
4728,5780
4728,4398046520505
4728,17592186045208
4802,2199023265372
4828,21990232560181
4828,26388279073879
4828,30786325586720
4828,37383395346475
4835,24189255818481
4866,9995
4866,2199023262854
4866,10995116283346
4866,15393162793576
4866,15393162798254
4866,21990232561092
4866,30786325578027
4866,37383395348730
4869,2199023258646
4869,26388279076344
4869,28587302332259
4870,2199023265231
4870,26388279070687
4929,6597069774986
4929,15393162791409
4929,19791209303126
4929,21990232557693
4929,21990232565037
4929,28587302328611
4929,30786325578560
4929,30786325585990
4961,4398046512729
4961,10995116284554
4961,13194139539617
4961,13194139543884
4961,19791209300166
4961,28587302330608
4961,30786325582405
4961,30786325583430
4961,32985348837497
4966,24189255814889
4966,26388279070147
4985,26388279073672
4992,6686
4992,26388279071809
5074,24189255817133
5074,28587302332032
5074,32985348843177
5078,10995116277966
5078,21990232561092
5078,21990232561648
5078,21990232565211
5078,35184372092916
5078,35184372096032
5099,2199023259331
5099,2199023265050
5099,6597069774378
5099,6597069775406
5099,8796093025294
5099,13194139538863
5099,13194139540317
5099,13194139540645
5099,15393162791414
5099,17592186045987
5099,19791209303940
5099,26388279070846
5099,26388279075503
5099,28587302322571
5099,28587302331608
5099,30786325582405
5099,30786325588163
5099,32985348834866
5099,32985348842070
5099,37383395345533
5186,26388279075022
5187,8796093027159
5187,13194139534316
5187,13194139539617
5187,15393162796545
5187,17592186055017
5187,30786325582912
5187,30786325586851
5202,10995116287290
5231,17592186048918
5247,15393162795422
5247,17592186045902
5252,6889
5252,7239
5252,8892
5252,2199023255731
5252,2199023256836
5252,8796093022330
5252,10995116279088
5252,15393162790530
5252,26388279072272
5252,30786325578027
5252,30786325582767
5252,32985348844186
5260,8796093027022
5260,13194139543884
5260,30786325583430
5320,9995
5320,2199023257858
5320,2199023258157
5320,2199023258646
5320,2199023259163
5320,2199023260813
5320,2199023264173
5320,4398046518009
5320,4398046519227
5320,4398046519310
5320,4398046519918
5320,6597069770217
5320,6597069771431
5320,6597069774986
5320,6597069775831
5320,6597069776882
5320,8796093027022
5320,8796093030184
5320,8796093032132
5320,10995116278952
5320,10995116284589
5320,10995116288202
5320,10995116288480
5320,13194139539087
5320,15393162789136
5320,17592186045902
5320,17592186055236
5320,19791209300877
5320,19791209301779
5320,21990232557152
5320,21990232561939
5320,21990232562809
5320,21990232564309
5320,21990232564841
5320,26388279073722
5320,28587302329082
5320,30786325581529
5320,30786325585990
5320,30786325588189
5320,35184372093215
5320,35184372094132
5320,35184372094784
5320,37383395347913
5320,37383395349610
5327,2199023261502
5327,4398046519431
5327,24189255815805
5327,26388279071809
5346,10995116283619
5346,30786325578027
5438,17592186045902
5452,10995116283346
5452,15393162796914
5452,15393162797799
5452,30786325584205
5474,9586
5474,2199023258844
5474,15393162793576
5474,19791209309948
5489,13194139543884
5489,21990232563479
5489,37383395351754
5499,8213
5499,21990232559260
5619,6762
5619,13194139541799
5619,13194139542022
5619,15393162789731
5619,28587302323624
5619,30786325582392
5619,30786325587563
5671,10995116282628
5688,9586
5688,2199023258844
5688,4398046517216
5688,4398046521216
5688,6597069771115
5688,15393162793576
5688,30786325586851
5694,7274
5694,2199023260813
5694,6597069770217
5694,8796093025392
5694,10995116280412
5694,15393162795090
5694,26388279072272
5694,37383395347788
5694,37383395350470
5726,10995116284554
5780,6095
5780,9304
5780,10995116279088
5780,19791209301675
5780,28587302323624
5780,32985348841536
5807,6095
5807,9304
5807,6597069776987
5880,24189255818481
5913,8060
5913,24189255819075
5913,26388279071554
5913,30786325578027
5913,32985348842070
5913,37383395352273
5924,2199023262063
5924,17592186045208
5924,24189255819865
5924,32985348842998
5924,35184372093350
5958,19791209306158
6003,2199023258646
6003,6597069771139
6003,37383395345539
6054,8796093032132
6054,15393162793576
6095,6889
6095,2199023261520
6095,10995116282388
6095,17592186045208
6095,37383395348452
6099,26388279069972
6110,4398046521216
6110,8796093031798
6110,19791209309287
6110,26388279071809
6155,24189255817133
6155,26388279070846
6155,28587302322295
6155,28587302332032
6196,4398046517216
6264,21990232559659
6264,21990232565992
6299,15393162791055
6299,28587302324468
6299,37383395346475
6328,9979
6328,2199023257203
6328,2199023260936
6328,4398046520658
6328,6597069774378
6328,8796093031938
6328,13194139541579
6328,15393162791409
6328,17592186055188
6328,28587302331403
6328,30786325588189
6389,8213
6389,10556
6389,4398046518206
6389,15393162790196
6389,19791209304705
6389,21990232555764
6389,21990232561531
6389,24189255813699
6389,26388279071809
6389,26388279074273
6389,30786325582392
6389,32985348833564
6389,32985348841275
6389,37383395348730
6394,2199023259163
6394,10995116286502
6394,13194139541579
6394,15393162791055
6394,26388279071809
6394,28587302323289
6394,32985348841275
6398,6686
6421,8796093030242
6421,13194139537936
6421,35184372094784
6444,24189255812627
6468,15393162795090
6486,6597069774399
6486,19791209303940
6510,4398046518009
6510,13194139538590
6510,13194139540984
6510,24189255818481
6510,26388279071554
6510,30786325578027
6563,2199023258844
6563,4398046519227
6563,6597069774109
6563,8796093026336
6563,10995116284589
6563,19791209307288
6563,32985348834863
6574,15393162793222
6574,30786325582392
6574,35184372090624
6574,37383395345186
6575,6762
6575,7837
6575,8326
6575,9533
6575,2199023256308
6575,2199023264362
6575,4398046511386
6575,4398046513033
6575,4398046514800
6575,4398046519431
6575,6597069767298
6575,6597069767976
6575,6597069771967
6575,6597069772027
6575,6597069776826
6575,8796093022238
6575,8796093024677
6575,8796093025392
6575,8796093030242
6575,8796093031180
6575,10995116280412
6575,10995116281242
6575,10995116284212
6575,10995116287466
6575,13194139540056
6575,15393162789525
6575,15393162796502
6575,15393162797956
6575,15393162799165
6575,17592186045208
6575,17592186045281
6575,17592186046237
6575,17592186049971
6575,17592186050063
6575,17592186050342
6575,19791209303126
6575,21990232556270
6575,21990232558216
6575,21990232559260
6575,21990232559877
6575,21990232561767
6575,21990232562809
6575,21990232562836
6575,21990232565902
6575,24189255811363
6575,24189255814830
6575,24189255815805
6575,24189255817653
6575,26388279067812
6575,26388279068313
6575,26388279071642
6575,26388279072272
6575,26388279073330
6575,26388279073672
6575,26388279075212
6575,26388279075393
6575,26388279076344
6575,26388279077292
6575,28587302324197
6575,28587302324529
6575,28587302324736
6575,28587302328606
6575,28587302332688
6575,30786325581075
6575,30786325585467
6575,30786325585714
6575,30786325586734
6575,32985348834866
6575,35184372089269
6575,35184372090065
6575,35184372094132
6575,35184372094716
6575,35184372099504
6575,37383395345004
6575,37383395347365
6575,37383395351730
6575,37383395351876
6575,37383395353906
6579,2199023265089
6579,6597069774986
6592,19791209307288
6592,32985348834863
6619,4398046519227
6619,19791209307288
6654,2199023262010
6654,4398046516877
6661,26388279070832
6668,13194139540317
6668,28587302332032
6673,2199023264745
6673,19791209304999
6682,10995116287466
6686,10995116287504
6686,35184372097490
6725,10995116284554
6762,13194139536351
6762,15393162793052
6762,21990232558227
6762,26388279070147
6776,37383395348730
6780,2199023261502
6780,17592186045902
6818,17592186045902
6818,19791209302340
6818,30786325584205
6819,37383395352088
6871,35184372094784
6889,9304
6889,2199023255731
6889,2199023264745
6889,26388279070846
6916,6597069774986
6916,8796093031180
6916,8796093032192
6916,13194139538863
6916,17592186052948
6916,19791209304705
6916,19791209308118
6916,21990232557596
6916,37383395347788
6916,37383395354454
6963,8892
6963,2199023255967
6963,2199023264745
6963,4398046518040
6963,4398046520505
6963,6597069775211
6963,6597069775831
6963,10995116284563
6963,21990232563972
6974,26388279072317
7066,6597069774986
7066,15393162793934
7100,9262
7100,2199023258157
7100,4398046518009
7100,4398046519211
7100,6597069769134
7100,6597069773796
7100,8796093026165
7100,8796093029733
7100,10995116286920
7100,19791209305839
7100,19791209307409
7100,24189255816049
7100,26388279074970
7100,26388279076344
7100,28587302332032
7100,30786325583660
7100,30786325585990
7100,32985348843177
7100,35184372095151
7100,37383395348452
7100,37383395349610
7108,10995116279258
7108,21990232563317
7108,30786325582458
7138,2199023265325
7138,2199023265898
7138,35184372094784
7139,15393162792958
7139,24189255819865
7139,28587302323624
7139,28587302331623
7139,32985348839886
7139,37383395346298
7139,37383395346475
